STATION,NAME,DATE,PRCP,TMAX
UKM00003772,"HEATHROW, UK",31/03/2017,0,
UKM00003772,"HEATHROW, UK",01/04/2017,0.01,
UKM00003772,"HEATHROW, UK",02/04/2017,0,
UKM00003772,"HEATHROW, UK",03/04/2017,0,
UKM00003772,"HEATHROW, UK",04/04/2017,0.01,
UKM00003772,"HEATHROW, UK",05/04/2017,0,
UKM00003772,"HEATHROW, UK",06/04/2017,0,
UKM00003772,"HEATHROW, UK",07/04/2017,0,
UKM00003772,"HEATHROW, UK",08/04/2017,0,
UKM00003772,"HEATHROW, UK",09/04/2017,0,
UKM00003772,"HEATHROW, UK",10/04/2017,0,
UKM00003772,"HEATHROW, UK",11/04/2017,0,
UKM00003772,"HEATHROW, UK",12/04/2017,0,
UKM00003772,"HEATHROW, UK",13/04/2017,0,
UKM00003772,"HEATHROW, UK",14/04/2017,0,
UKM00003772,"HEATHROW, UK",15/04/2017,0,
UKM00003772,"HEATHROW, UK",16/04/2017,0,
UKM00003772,"HEATHROW, UK",17/04/2017,0.02,
UKM00003772,"HEATHROW, UK",18/04/2017,0,
UKM00003772,"HEATHROW, UK",19/04/2017,0,
UKM00003772,"HEATHROW, UK",20/04/2017,0,
UKM00003772,"HEATHROW, UK",21/04/2017,0.02,
UKM00003772,"HEATHROW, UK",22/04/2017,0,
UKM00003772,"HEATHROW, UK",23/04/2017,0,
UKM00003772,"HEATHROW, UK",24/04/2017,0,
UKM00003772,"HEATHROW, UK",25/04/2017,0.01,
UKM00003772,"HEATHROW, UK",26/04/2017,0,
UKM00003772,"HEATHROW, UK",27/04/2017,0.06,
UKM00003772,"HEATHROW, UK",28/04/2017,0.01,
UKM00003772,"HEATHROW, UK",29/04/2017,0,
UKM00003772,"HEATHROW, UK",30/04/2017,0,
UKM00003772,"HEATHROW, UK",01/05/2017,0.06,
UKM00003772,"HEATHROW, UK",02/05/2017,0.04,
UKM00003772,"HEATHROW, UK",03/05/2017,0.01,54
UKM00003772,"HEATHROW, UK",04/05/2017,0.04,
UKM00003772,"HEATHROW, UK",05/05/2017,0,
UKM00003772,"HEATHROW, UK",06/05/2017,0,
UKM00003772,"HEATHROW, UK",07/05/2017,0,
UKM00003772,"HEATHROW, UK",08/05/2017,0,
UKM00003772,"HEATHROW, UK",09/05/2017,0,
UKM00003772,"HEATHROW, UK",10/05/2017,0,
UKM00003772,"HEATHROW, UK",11/05/2017,0,
UKM00003772,"HEATHROW, UK",12/05/2017,0.08,
UKM00003772,"HEATHROW, UK",13/05/2017,0.02,
UKM00003772,"HEATHROW, UK",14/05/2017,0.13,
UKM00003772,"HEATHROW, UK",15/05/2017,0,
UKM00003772,"HEATHROW, UK",16/05/2017,0.02,
UKM00003772,"HEATHROW, UK",17/05/2017,0.58,
UKM00003772,"HEATHROW, UK",18/05/2017,0.73,
UKM00003772,"HEATHROW, UK",19/05/2017,0.39,
UKM00003772,"HEATHROW, UK",20/05/2017,0.02,62
UKM00003772,"HEATHROW, UK",21/05/2017,0.02,
UKM00003772,"HEATHROW, UK",22/05/2017,0,
UKM00003772,"HEATHROW, UK",23/05/2017,0,
UKM00003772,"HEATHROW, UK",24/05/2017,0,
UKM00003772,"HEATHROW, UK",25/05/2017,0,
UKM00003772,"HEATHROW, UK",26/05/2017,0,
UKM00003772,"HEATHROW, UK",27/05/2017,0,
UKM00003772,"HEATHROW, UK",28/05/2017,0,
UKM00003772,"HEATHROW, UK",29/05/2017,0.48,
UKM00003772,"HEATHROW, UK",30/05/2017,0.01,
UKM00003772,"HEATHROW, UK",31/05/2017,0,
UKM00003772,"HEATHROW, UK",01/06/2017,0,
UKM00003772,"HEATHROW, UK",02/06/2017,0,
UKM00003772,"HEATHROW, UK",03/06/2017,0.27,
UKM00003772,"HEATHROW, UK",04/06/2017,0,
UKM00003772,"HEATHROW, UK",05/06/2017,0,66
UKM00003772,"HEATHROW, UK",06/06/2017,0.2,64
UKM00003772,"HEATHROW, UK",07/06/2017,0.64,70
UKM00003772,"HEATHROW, UK",08/06/2017,0.03,64
UKM00003772,"HEATHROW, UK",09/06/2017,0.04,
UKM00003772,"HEATHROW, UK",10/06/2017,0,
UKM00003772,"HEATHROW, UK",11/06/2017,0,
UKM00003772,"HEATHROW, UK",12/06/2017,0,
UKM00003772,"HEATHROW, UK",13/06/2017,0,
UKM00003772,"HEATHROW, UK",14/06/2017,0,
UKM00003772,"HEATHROW, UK",15/06/2017,0,77
UKM00003772,"HEATHROW, UK",16/06/2017,0,
UKM00003772,"HEATHROW, UK",17/06/2017,0,
UKM00003772,"HEATHROW, UK",18/06/2017,0,
UKM00003772,"HEATHROW, UK",19/06/2017,0,
UKM00003772,"HEATHROW, UK",20/06/2017,0,
UKM00003772,"HEATHROW, UK",21/06/2017,0,
UKM00003772,"HEATHROW, UK",22/06/2017,0,
UKM00003772,"HEATHROW, UK",23/06/2017,0,77
UKM00003772,"HEATHROW, UK",24/06/2017,0,
UKM00003772,"HEATHROW, UK",25/06/2017,0,
UKM00003772,"HEATHROW, UK",26/06/2017,0,
UKM00003772,"HEATHROW, UK",27/06/2017,0,
UKM00003772,"HEATHROW, UK",28/06/2017,0.64,
UKM00003772,"HEATHROW, UK",29/06/2017,0,
UKM00003772,"HEATHROW, UK",30/06/2017,0,
UKM00003772,"HEATHROW, UK",01/07/2017,0.01,
UKM00003772,"HEATHROW, UK",02/07/2017,0.01,
UKM00003772,"HEATHROW, UK",03/07/2017,0,
UKM00003772,"HEATHROW, UK",04/07/2017,0,
UKM00003772,"HEATHROW, UK",05/07/2017,0,
UKM00003772,"HEATHROW, UK",06/07/2017,0,
UKM00003772,"HEATHROW, UK",07/07/2017,0,
UKM00003772,"HEATHROW, UK",08/07/2017,0,
UKM00003772,"HEATHROW, UK",09/07/2017,0,
UKM00003772,"HEATHROW, UK",10/07/2017,0,
UKM00003772,"HEATHROW, UK",11/07/2017,0,
UKM00003772,"HEATHROW, UK",12/07/2017,1.44,
UKM00003772,"HEATHROW, UK",13/07/2017,0.01,
UKM00003772,"HEATHROW, UK",14/07/2017,0,
UKM00003772,"HEATHROW, UK",15/07/2017,0,
UKM00003772,"HEATHROW, UK",16/07/2017,0.02,
UKM00003772,"HEATHROW, UK",17/07/2017,0.02,
UKM00003772,"HEATHROW, UK",18/07/2017,0,
UKM00003772,"HEATHROW, UK",19/07/2017,0.17,
UKM00003772,"HEATHROW, UK",20/07/2017,0.02,
UKM00003772,"HEATHROW, UK",21/07/2017,0,73
UKM00003772,"HEATHROW, UK",22/07/2017,0.54,
UKM00003772,"HEATHROW, UK",23/07/2017,0.38,
UKM00003772,"HEATHROW, UK",24/07/2017,0.03,
UKM00003772,"HEATHROW, UK",25/07/2017,0,
UKM00003772,"HEATHROW, UK",26/07/2017,0,
UKM00003772,"HEATHROW, UK",27/07/2017,0.07,
UKM00003772,"HEATHROW, UK",28/07/2017,0.28,
UKM00003772,"HEATHROW, UK",29/07/2017,0.05,
UKM00003772,"HEATHROW, UK",30/07/2017,0.52,71
UKM00003772,"HEATHROW, UK",31/07/2017,0,
UKM00003772,"HEATHROW, UK",01/08/2017,0,
UKM00003772,"HEATHROW, UK",02/08/2017,0.03,
UKM00003772,"HEATHROW, UK",03/08/2017,0.28,71
UKM00003772,"HEATHROW, UK",04/08/2017,0,
UKM00003772,"HEATHROW, UK",05/08/2017,0,
UKM00003772,"HEATHROW, UK",06/08/2017,0.02,
UKM00003772,"HEATHROW, UK",07/08/2017,0,
UKM00003772,"HEATHROW, UK",08/08/2017,0.01,
UKM00003772,"HEATHROW, UK",09/08/2017,0.04,
UKM00003772,"HEATHROW, UK",10/08/2017,0.87,
UKM00003772,"HEATHROW, UK",11/08/2017,0,
UKM00003772,"HEATHROW, UK",12/08/2017,0,
UKM00003772,"HEATHROW, UK",13/08/2017,0,
UKM00003772,"HEATHROW, UK",14/08/2017,0,
UKM00003772,"HEATHROW, UK",15/08/2017,0,
UKM00003772,"HEATHROW, UK",16/08/2017,0,
UKM00003772,"HEATHROW, UK",17/08/2017,0.15,
UKM00003772,"HEATHROW, UK",18/08/2017,0.15,
UKM00003772,"HEATHROW, UK",19/08/2017,0.28,
UKM00003772,"HEATHROW, UK",20/08/2017,0,
UKM00003772,"HEATHROW, UK",21/08/2017,0.26,
UKM00003772,"HEATHROW, UK",22/08/2017,0.01,
UKM00003772,"HEATHROW, UK",23/08/2017,0.01,
UKM00003772,"HEATHROW, UK",24/08/2017,0,
UKM00003772,"HEATHROW, UK",25/08/2017,0,
UKM00003772,"HEATHROW, UK",26/08/2017,0,
UKM00003772,"HEATHROW, UK",27/08/2017,0,
UKM00003772,"HEATHROW, UK",28/08/2017,0,
UKM00003772,"HEATHROW, UK",29/08/2017,0,
UKM00003772,"HEATHROW, UK",30/08/2017,0.01,
UKM00003772,"HEATHROW, UK",31/08/2017,0.14,
UKM00003772,"HEATHROW, UK",01/09/2017,0.06,
UKM00003772,"HEATHROW, UK",02/09/2017,0,
UKM00003772,"HEATHROW, UK",03/09/2017,0,
UKM00003772,"HEATHROW, UK",04/09/2017,0.24,
UKM00003772,"HEATHROW, UK",05/09/2017,0.01,
UKM00003772,"HEATHROW, UK",06/09/2017,0.06,
UKM00003772,"HEATHROW, UK",07/09/2017,0,
UKM00003772,"HEATHROW, UK",08/09/2017,0.03,
UKM00003772,"HEATHROW, UK",09/09/2017,0.24,
UKM00003772,"HEATHROW, UK",10/09/2017,0.28,63
UKM00003772,"HEATHROW, UK",11/09/2017,0.02,
UKM00003772,"HEATHROW, UK",12/09/2017,0.03,67
UKM00003772,"HEATHROW, UK",13/09/2017,0.1,
UKM00003772,"HEATHROW, UK",14/09/2017,0,
UKM00003772,"HEATHROW, UK",15/09/2017,0,
UKM00003772,"HEATHROW, UK",16/09/2017,0.01,
UKM00003772,"HEATHROW, UK",17/09/2017,0.01,
UKM00003772,"HEATHROW, UK",18/09/2017,0.02,
UKM00003772,"HEATHROW, UK",19/09/2017,0.14,
UKM00003772,"HEATHROW, UK",20/09/2017,0,
UKM00003772,"HEATHROW, UK",21/09/2017,0,
UKM00003772,"HEATHROW, UK",22/09/2017,0.1,
UKM00003772,"HEATHROW, UK",23/09/2017,0.01,
UKM00003772,"HEATHROW, UK",24/09/2017,0,
UKM00003772,"HEATHROW, UK",25/09/2017,0.24,
UKM00003772,"HEATHROW, UK",26/09/2017,0.01,
UKM00003772,"HEATHROW, UK",27/09/2017,0,
UKM00003772,"HEATHROW, UK",28/09/2017,0.58,
UKM00003772,"HEATHROW, UK",29/09/2017,0.07,
UKM00003772,"HEATHROW, UK",30/09/2017,0.03,
UKM00003772,"HEATHROW, UK",01/10/2017,0.07,
UKM00003772,"HEATHROW, UK",02/10/2017,0.01,
UKM00003772,"HEATHROW, UK",03/10/2017,0,
UKM00003772,"HEATHROW, UK",04/10/2017,0,62
UKM00003772,"HEATHROW, UK",05/10/2017,0,
UKM00003772,"HEATHROW, UK",06/10/2017,0.02,
UKM00003772,"HEATHROW, UK",07/10/2017,0,
UKM00003772,"HEATHROW, UK",08/10/2017,0.02,
UKM00003772,"HEATHROW, UK",09/10/2017,0,
UKM00003772,"HEATHROW, UK",10/10/2017,0,
UKM00003772,"HEATHROW, UK",11/10/2017,0,
UKM00003772,"HEATHROW, UK",12/10/2017,0.04,
UKM00003772,"HEATHROW, UK",13/10/2017,0.09,
UKM00003772,"HEATHROW, UK",14/10/2017,0,
UKM00003772,"HEATHROW, UK",15/10/2017,0,
UKM00003772,"HEATHROW, UK",16/10/2017,0,
UKM00003772,"HEATHROW, UK",17/10/2017,0,
UKM00003772,"HEATHROW, UK",18/10/2017,0.01,
UKM00003772,"HEATHROW, UK",19/10/2017,0.05,
UKM00003772,"HEATHROW, UK",20/10/2017,0.09,
UKM00003772,"HEATHROW, UK",21/10/2017,0.08,61
UKM00003772,"HEATHROW, UK",22/10/2017,0.02,
UKM00003772,"HEATHROW, UK",23/10/2017,0,
UKM00003772,"HEATHROW, UK",24/10/2017,0.01,
UKM00003772,"HEATHROW, UK",25/10/2017,0.01,
UKM00003772,"HEATHROW, UK",26/10/2017,0,
UKM00003772,"HEATHROW, UK",27/10/2017,0.02,
UKM00003772,"HEATHROW, UK",28/10/2017,0,
UKM00003772,"HEATHROW, UK",29/10/2017,0,
UKM00003772,"HEATHROW, UK",30/10/2017,0,
UKM00003772,"HEATHROW, UK",31/10/2017,0,
UKM00003772,"HEATHROW, UK",01/11/2017,0,
UKM00003772,"HEATHROW, UK",02/11/2017,0,
UKM00003772,"HEATHROW, UK",03/11/2017,0.01,
UKM00003772,"HEATHROW, UK",04/11/2017,0.14,
UKM00003772,"HEATHROW, UK",05/11/2017,0.06,
UKM00003772,"HEATHROW, UK",06/11/2017,0,
UKM00003772,"HEATHROW, UK",07/11/2017,0.01,
UKM00003772,"HEATHROW, UK",08/11/2017,0.21,
UKM00003772,"HEATHROW, UK",09/11/2017,0,
UKM00003772,"HEATHROW, UK",10/11/2017,0,
UKM00003772,"HEATHROW, UK",11/11/2017,0.26,
UKM00003772,"HEATHROW, UK",12/11/2017,0.15,
UKM00003772,"HEATHROW, UK",13/11/2017,0.01,
UKM00003772,"HEATHROW, UK",14/11/2017,0,
UKM00003772,"HEATHROW, UK",15/11/2017,0.02,
UKM00003772,"HEATHROW, UK",16/11/2017,0,
UKM00003772,"HEATHROW, UK",17/11/2017,0.01,
UKM00003772,"HEATHROW, UK",18/11/2017,0,
UKM00003772,"HEATHROW, UK",19/11/2017,0.16,
UKM00003772,"HEATHROW, UK",20/11/2017,0.03,
UKM00003772,"HEATHROW, UK",21/11/2017,0.05,
UKM00003772,"HEATHROW, UK",22/11/2017,0,
UKM00003772,"HEATHROW, UK",23/11/2017,0.08,
UKM00003772,"HEATHROW, UK",24/11/2017,0.03,
UKM00003772,"HEATHROW, UK",25/11/2017,0,
UKM00003772,"HEATHROW, UK",26/11/2017,0.01,46
UKM00003772,"HEATHROW, UK",27/11/2017,0.06,
UKM00003772,"HEATHROW, UK",28/11/2017,0.06,
UKM00003772,"HEATHROW, UK",29/11/2017,0,
UKM00003772,"HEATHROW, UK",30/11/2017,0,
UKM00003772,"HEATHROW, UK",01/12/2017,0,
UKM00003772,"HEATHROW, UK",02/12/2017,0,
UKM00003772,"HEATHROW, UK",03/12/2017,0.02,
UKM00003772,"HEATHROW, UK",04/12/2017,0.01,
UKM00003772,"HEATHROW, UK",05/12/2017,0,
UKM00003772,"HEATHROW, UK",06/12/2017,0,
UKM00003772,"HEATHROW, UK",07/12/2017,0,
UKM00003772,"HEATHROW, UK",08/12/2017,0.12,
UKM00003772,"HEATHROW, UK",09/12/2017,0,
UKM00003772,"HEATHROW, UK",10/12/2017,0.21,
UKM00003772,"HEATHROW, UK",11/12/2017,0.59,
UKM00003772,"HEATHROW, UK",12/12/2017,0.31,
UKM00003772,"HEATHROW, UK",13/12/2017,0.12,
UKM00003772,"HEATHROW, UK",14/12/2017,0.29,
UKM00003772,"HEATHROW, UK",15/12/2017,0,
UKM00003772,"HEATHROW, UK",16/12/2017,0.06,
UKM00003772,"HEATHROW, UK",17/12/2017,0.01,
UKM00003772,"HEATHROW, UK",18/12/2017,0.13,
UKM00003772,"HEATHROW, UK",19/12/2017,0,
UKM00003772,"HEATHROW, UK",20/12/2017,0.01,
UKM00003772,"HEATHROW, UK",21/12/2017,0.01,
UKM00003772,"HEATHROW, UK",22/12/2017,0,
UKM00003772,"HEATHROW, UK",23/12/2017,0.01,
UKM00003772,"HEATHROW, UK",24/12/2017,0,
UKM00003772,"HEATHROW, UK",25/12/2017,0.01,52
UKM00003772,"HEATHROW, UK",26/12/2017,0.21,
UKM00003772,"HEATHROW, UK",27/12/2017,0.36,
UKM00003772,"HEATHROW, UK",28/12/2017,0.1,
UKM00003772,"HEATHROW, UK",29/12/2017,0.01,
UKM00003772,"HEATHROW, UK",30/12/2017,0.36,58
UKM00003772,"HEATHROW, UK",31/12/2017,0.07,
UKM00003772,"HEATHROW, UK",01/01/2018,0.2,
UKM00003772,"HEATHROW, UK",02/01/2018,0,
UKM00003772,"HEATHROW, UK",03/01/2018,0.42,
UKM00003772,"HEATHROW, UK",04/01/2018,0.17,
UKM00003772,"HEATHROW, UK",05/01/2018,0.23,
UKM00003772,"HEATHROW, UK",06/01/2018,0.01,
UKM00003772,"HEATHROW, UK",07/01/2018,0,
UKM00003772,"HEATHROW, UK",08/01/2018,0,
UKM00003772,"HEATHROW, UK",09/01/2018,0,
UKM00003772,"HEATHROW, UK",10/01/2018,0.02,
UKM00003772,"HEATHROW, UK",11/01/2018,0,
UKM00003772,"HEATHROW, UK",12/01/2018,0.01,
UKM00003772,"HEATHROW, UK",13/01/2018,0.01,
UKM00003772,"HEATHROW, UK",14/01/2018,0,
UKM00003772,"HEATHROW, UK",15/01/2018,0.06,53
UKM00003772,"HEATHROW, UK",16/01/2018,0.15,47
UKM00003772,"HEATHROW, UK",17/01/2018,0,
UKM00003772,"HEATHROW, UK",18/01/2018,0.02,
UKM00003772,"HEATHROW, UK",19/01/2018,0,
UKM00003772,"HEATHROW, UK",20/01/2018,0,
UKM00003772,"HEATHROW, UK",21/01/2018,0.2,
UKM00003772,"HEATHROW, UK",22/01/2018,0.54,
UKM00003772,"HEATHROW, UK",23/01/2018,0,
UKM00003772,"HEATHROW, UK",24/01/2018,0.02,
UKM00003772,"HEATHROW, UK",25/01/2018,0.28,
UKM00003772,"HEATHROW, UK",26/01/2018,0,
UKM00003772,"HEATHROW, UK",27/01/2018,0,
UKM00003772,"HEATHROW, UK",28/01/2018,0.03,56
UKM00003772,"HEATHROW, UK",29/01/2018,0,
UKM00003772,"HEATHROW, UK",30/01/2018,0.02,
UKM00003772,"HEATHROW, UK",31/01/2018,0.02,
UKM00003772,"HEATHROW, UK",01/02/2018,0.1,
UKM00003772,"HEATHROW, UK",02/02/2018,0,
UKM00003772,"HEATHROW, UK",03/02/2018,0,
UKM00003772,"HEATHROW, UK",04/02/2018,0.23,
UKM00003772,"HEATHROW, UK",05/02/2018,0,
UKM00003772,"HEATHROW, UK",06/02/2018,0,
UKM00003772,"HEATHROW, UK",07/02/2018,0,
UKM00003772,"HEATHROW, UK",08/02/2018,0,
UKM00003772,"HEATHROW, UK",09/02/2018,0.17,
UKM00003772,"HEATHROW, UK",10/02/2018,0.05,
UKM00003772,"HEATHROW, UK",11/02/2018,0.13,
UKM00003772,"HEATHROW, UK",12/02/2018,0,
UKM00003772,"HEATHROW, UK",13/02/2018,0.01,
UKM00003772,"HEATHROW, UK",14/02/2018,0.09,
UKM00003772,"HEATHROW, UK",15/02/2018,0.2,
UKM00003772,"HEATHROW, UK",16/02/2018,0,
UKM00003772,"HEATHROW, UK",17/02/2018,0,
UKM00003772,"HEATHROW, UK",18/02/2018,0,
UKM00003772,"HEATHROW, UK",19/02/2018,0.02,
UKM00003772,"HEATHROW, UK",20/02/2018,0.06,
UKM00003772,"HEATHROW, UK",21/02/2018,0.03,45
UKM00003772,"HEATHROW, UK",22/02/2018,0,42
UKM00003772,"HEATHROW, UK",23/02/2018,0,
UKM00003772,"HEATHROW, UK",24/02/2018,0,
UKM00003772,"HEATHROW, UK",25/02/2018,0,
UKM00003772,"HEATHROW, UK",26/02/2018,0,
UKM00003772,"HEATHROW, UK",27/02/2018,0,35
UKM00003772,"HEATHROW, UK",28/02/2018,0,30
UKM00003772,"HEATHROW, UK",01/03/2018,0,
UKM00003772,"HEATHROW, UK",02/03/2018,0,
UKM00003772,"HEATHROW, UK",03/03/2018,0,
UKM00003772,"HEATHROW, UK",04/03/2018,0.19,
UKM00003772,"HEATHROW, UK",05/03/2018,0.01,51
UKM00003772,"HEATHROW, UK",06/03/2018,0.06,
UKM00003772,"HEATHROW, UK",07/03/2018,0.04,
UKM00003772,"HEATHROW, UK",08/03/2018,0.17,
UKM00003772,"HEATHROW, UK",09/03/2018,0,
UKM00003772,"HEATHROW, UK",10/03/2018,0.25,
UKM00003772,"HEATHROW, UK",11/03/2018,0.01,
UKM00003772,"HEATHROW, UK",12/03/2018,0.17,
UKM00003772,"HEATHROW, UK",13/03/2018,0.24,
UKM00003772,"HEATHROW, UK",14/03/2018,0,56
UKM00003772,"HEATHROW, UK",15/03/2018,0.28,
UKM00003772,"HEATHROW, UK",16/03/2018,0.06,
UKM00003772,"HEATHROW, UK",17/03/2018,0.07,
UKM00003772,"HEATHROW, UK",18/03/2018,0.02,
UKM00003772,"HEATHROW, UK",19/03/2018,0,40
UKM00003772,"HEATHROW, UK",20/03/2018,0.13,
UKM00003772,"HEATHROW, UK",21/03/2018,0,
UKM00003772,"HEATHROW, UK",22/03/2018,0,
UKM00003772,"HEATHROW, UK",23/03/2018,0,
UKM00003772,"HEATHROW, UK",24/03/2018,0.09,
UKM00003772,"HEATHROW, UK",25/03/2018,0.01,
UKM00003772,"HEATHROW, UK",26/03/2018,0,
UKM00003772,"HEATHROW, UK",27/03/2018,0.12,60
UKM00003772,"HEATHROW, UK",28/03/2018,0.12,
UKM00003772,"HEATHROW, UK",29/03/2018,0.42,
UKM00003772,"HEATHROW, UK",30/03/2018,0.31,
UKM00003772,"HEATHROW, UK",31/03/2018,0.5,
UKM00003772,"HEATHROW, UK",01/04/2018,0.07,
UKM00003772,"HEATHROW, UK",02/04/2018,0.46,
UKM00003772,"HEATHROW, UK",03/04/2018,0.18,
UKM00003772,"HEATHROW, UK",04/04/2018,0.02,
UKM00003772,"HEATHROW, UK",05/04/2018,0.01,
UKM00003772,"HEATHROW, UK",06/04/2018,0,
UKM00003772,"HEATHROW, UK",07/04/2018,0,
UKM00003772,"HEATHROW, UK",08/04/2018,0.03,
UKM00003772,"HEATHROW, UK",09/04/2018,0.28,
UKM00003772,"HEATHROW, UK",10/04/2018,0.47,
UKM00003772,"HEATHROW, UK",11/04/2018,0.2,
UKM00003772,"HEATHROW, UK",12/04/2018,0.04,
UKM00003772,"HEATHROW, UK",13/04/2018,0.01,
UKM00003772,"HEATHROW, UK",14/04/2018,0,
UKM00003772,"HEATHROW, UK",15/04/2018,0,
UKM00003772,"HEATHROW, UK",16/04/2018,0.02,
UKM00003772,"HEATHROW, UK",17/04/2018,0,66
UKM00003772,"HEATHROW, UK",18/04/2018,0,
UKM00003772,"HEATHROW, UK",19/04/2018,0,
UKM00003772,"HEATHROW, UK",20/04/2018,0,
UKM00003772,"HEATHROW, UK",21/04/2018,0,
UKM00003772,"HEATHROW, UK",22/04/2018,0.43,
UKM00003772,"HEATHROW, UK",23/04/2018,0,
UKM00003772,"HEATHROW, UK",24/04/2018,0,63
UKM00003772,"HEATHROW, UK",25/04/2018,0.01,
UKM00003772,"HEATHROW, UK",26/04/2018,0.02,
UKM00003772,"HEATHROW, UK",27/04/2018,0.04,
UKM00003772,"HEATHROW, UK",28/04/2018,0.18,
UKM00003772,"HEATHROW, UK",29/04/2018,0.03,46
UKM00003772,"HEATHROW, UK",30/04/2018,0.04,
UKM00003772,"HEATHROW, UK",01/05/2018,0.09,59
UKM00003772,"HEATHROW, UK",02/05/2018,0.02,
UKM00003772,"HEATHROW, UK",03/05/2018,0.17,
UKM00003772,"HEATHROW, UK",04/05/2018,0,
UKM00003772,"HEATHROW, UK",05/05/2018,0,
UKM00003772,"HEATHROW, UK",06/05/2018,0,
UKM00003772,"HEATHROW, UK",07/05/2018,0,
UKM00003772,"HEATHROW, UK",08/05/2018,0,
UKM00003772,"HEATHROW, UK",09/05/2018,0,
UKM00003772,"HEATHROW, UK",10/05/2018,0.06,
UKM00003772,"HEATHROW, UK",11/05/2018,0,
UKM00003772,"HEATHROW, UK",12/05/2018,0,
UKM00003772,"HEATHROW, UK",13/05/2018,0.36,
UKM00003772,"HEATHROW, UK",14/05/2018,0,
UKM00003772,"HEATHROW, UK",15/05/2018,0,
UKM00003772,"HEATHROW, UK",16/05/2018,0,
UKM00003772,"HEATHROW, UK",17/05/2018,0,
UKM00003772,"HEATHROW, UK",18/05/2018,0,
UKM00003772,"HEATHROW, UK",19/05/2018,0,
UKM00003772,"HEATHROW, UK",20/05/2018,0,
UKM00003772,"HEATHROW, UK",21/05/2018,0,
UKM00003772,"HEATHROW, UK",22/05/2018,0,74
UKM00003772,"HEATHROW, UK",23/05/2018,0,
UKM00003772,"HEATHROW, UK",24/05/2018,0.76,
UKM00003772,"HEATHROW, UK",25/05/2018,0.09,
UKM00003772,"HEATHROW, UK",26/05/2018,0,
UKM00003772,"HEATHROW, UK",27/05/2018,0.43,
UKM00003772,"HEATHROW, UK",28/05/2018,0,
UKM00003772,"HEATHROW, UK",29/05/2018,0,
UKM00003772,"HEATHROW, UK",30/05/2018,0.42,
UKM00003772,"HEATHROW, UK",31/05/2018,0,
UKM00003772,"HEATHROW, UK",01/06/2018,0,
UKM00003772,"HEATHROW, UK",02/06/2018,0,
UKM00003772,"HEATHROW, UK",03/06/2018,0,
UKM00003772,"HEATHROW, UK",04/06/2018,0,
UKM00003772,"HEATHROW, UK",05/06/2018,0,
UKM00003772,"HEATHROW, UK",06/06/2018,0,
UKM00003772,"HEATHROW, UK",07/06/2018,0,
UKM00003772,"HEATHROW, UK",08/06/2018,0,
UKM00003772,"HEATHROW, UK",09/06/2018,0,
UKM00003772,"HEATHROW, UK",10/06/2018,0,
UKM00003772,"HEATHROW, UK",11/06/2018,0,
UKM00003772,"HEATHROW, UK",12/06/2018,0,
UKM00003772,"HEATHROW, UK",13/06/2018,0,
UKM00003772,"HEATHROW, UK",14/06/2018,0,
UKM00003772,"HEATHROW, UK",15/06/2018,0,
UKM00003772,"HEATHROW, UK",16/06/2018,0,
UKM00003772,"HEATHROW, UK",17/06/2018,0,
UKM00003772,"HEATHROW, UK",18/06/2018,0.02,
UKM00003772,"HEATHROW, UK",19/06/2018,0,
UKM00003772,"HEATHROW, UK",20/06/2018,0,
UKM00003772,"HEATHROW, UK",21/06/2018,0,
UKM00003772,"HEATHROW, UK",22/06/2018,0,
UKM00003772,"HEATHROW, UK",23/06/2018,0,
UKM00003772,"HEATHROW, UK",24/06/2018,0,
UKM00003772,"HEATHROW, UK",25/06/2018,0,
UKM00003772,"HEATHROW, UK",26/06/2018,0,
UKM00003772,"HEATHROW, UK",27/06/2018,0,
UKM00003772,"HEATHROW, UK",28/06/2018,0,
UKM00003772,"HEATHROW, UK",29/06/2018,0,
UKM00003772,"HEATHROW, UK",30/06/2018,0,
UKM00003772,"HEATHROW, UK",01/07/2018,0,
UKM00003772,"HEATHROW, UK",02/07/2018,0,86
UKM00003772,"HEATHROW, UK",03/07/2018,0,
UKM00003772,"HEATHROW, UK",04/07/2018,0,81
UKM00003772,"HEATHROW, UK",05/07/2018,0,86
UKM00003772,"HEATHROW, UK",06/07/2018,0,
UKM00003772,"HEATHROW, UK",07/07/2018,0,
UKM00003772,"HEATHROW, UK",08/07/2018,0,
UKM00003772,"HEATHROW, UK",09/07/2018,0,
UKM00003772,"HEATHROW, UK",10/07/2018,0,
UKM00003772,"HEATHROW, UK",11/07/2018,0,
UKM00003772,"HEATHROW, UK",12/07/2018,0,
UKM00003772,"HEATHROW, UK",13/07/2018,0,
UKM00003772,"HEATHROW, UK",14/07/2018,0,
UKM00003772,"HEATHROW, UK",15/07/2018,0,
UKM00003772,"HEATHROW, UK",16/07/2018,0,
UKM00003772,"HEATHROW, UK",17/07/2018,0,
UKM00003772,"HEATHROW, UK",18/07/2018,0,
UKM00003772,"HEATHROW, UK",19/07/2018,0,
UKM00003772,"HEATHROW, UK",20/07/2018,0,
UKM00003772,"HEATHROW, UK",21/07/2018,0,
UKM00003772,"HEATHROW, UK",22/07/2018,0,
UKM00003772,"HEATHROW, UK",23/07/2018,0,
UKM00003772,"HEATHROW, UK",24/07/2018,0,
UKM00003772,"HEATHROW, UK",25/07/2018,0,
