Year,Month,Max_temperature,Min_temperature,Precipitation
2011,5,18.9,8.4,0
2011,6,19.3,10.2,0
2011,7,21.4,10.2,0
2011,8,20.7,11.4,0
2011,9,20.7,10.7,0
2011,10,,,
2011,11,13.5,6.3,1
2011,12,9.3,3.1,4
2012,1,9.8,3.6,6
2012,2,7.3,1.2,12
2012,3,14,3.6,2
2012,4,12.6,4.6,2
2012,5,17.7,9.7,0
2012,6,18.9,11.6,0
2012,7,,,
2012,8,,,
2012,9,,,
2012,10,13.4,7.1,0
2012,11,10.1,4.2,1
2012,12,8.6,2.6,9
2013,1,6.4,1.9,14
2013,2,6.2,0.9,5
2013,3,6.3,0.2,16
2013,4,12.9,3.9,6
2013,5,15.9,6.7,0
2013,6,19.3,10.2,0
2013,7,25.5,13.9,0
2013,8,23.1,13.1,0
2013,9,19,9.9,0
2013,10,16.3,9.9,0
2013,11,9.9,3.8,2
2013,12,10,3.6,0
2014,1,9.3,3.5,3
2014,2,9.7,4.2,0
2014,3,12.8,3.5,2
2014,4,,6.4,0
2014,5,,8.9,0
2014,6,21.5,11.8,0
2014,7,24.9,13.5,0
2014,8,20.8,11.7,0
2014,9,21.1,11.4,0
2014,10,16.8,9.9,0
2014,11,11.5,5.7,2
2014,12,8.7,2.4,9
2015,1,8.4,1.6,10
2015,2,7.5,1,10
2015,3,11.4,3.3,1
2015,4,15.9,4.5,0
2015,5,16.8,7.7,0
2015,6,21.1,10.2,0
2015,7,22.6,12.5,0
2015,8,21.3,13,0
2015,9,18.4,8.9,0
2015,10,15.1,7.9,0
2015,11,13.1,7.3,2
2015,12,13.4,8.3,0
2016,1,9.4,3,5
2016,2,9.1,2.7,6
2016,3,10.2,2.2,4
2016,4,12.9,4,1
2016,5,18.4,8.7,0
2016,6,20,11.9,0
2016,7,23.3,13.8,0
2016,8,23.5,13.6,0
2016,9,20.9,13,0
2016,10,15.1,7.3,0
2016,11,9.4,3.3,3
2016,12,9.6,3,10
2017,1,7.3,0.8,16
2017,2,9.5,4,1
2017,3,13.7,5.8,0
2017,4,15.1,4.7,0
2017,5,19,9.4,0
2017,6,22.7,12.9,0
2017,7,23.3,13.9,0
2017,8,21.4,12.6,0
2017,9,18.5,10.4,0
2017,10,,9.7,0
2017,11,10.7,3.8,3
2017,12,8.3,2.6,10
2018,1,8.9,3,4
2018,2,6.4,0.3,14
2018,3,9.1,2.5,6
2018,4,14.2,7.5,0
2018,5,19.9,8.6,0
2018,6,22.8,11.6,0
2018,7,27.4,14.2,0
2018,8,23.4,,
2018,9,20.4,10,0
2018,10,15.6,7.3,2
2018,11,11.7,5.5,2
2018,12,10.2,4.7,3
2019,1,7.2,1,16
2019,2,11.8,2.3,8
2019,3,12.7,5.1,0
2019,4,15.1,4.3,5
2019,5,18,7.2,0
2019,6,20.4,10.7,0
2019,7,24.5,13.7,0
2019,8,23.9,13.2,0
2019,9,20.6,10.4,0
2019,10,14.5,7.3,0
2019,11,9.6,4.1,3
2019,12,9.4,3.6,5
2020,1,9.6,4.5,3
2020,2,10.5,3.6,3
2020,3,11.4,3,4
2020,4,17.8,5.4,1
2020,5,20.4,7.6,1
2020,6,21.6,11.6,0
2020,7,22.5,12.7,0
2020,8,23.5,14.5,0
2020,9,20,10.2,0
2020,10,14.2,8.3,0
2020,11,11.9,6,5
2020,12,8,3.1,7
2021,1,6.6,1.3,13
2021,2,8.9,2.6,8
2021,3,11.6,3.9,1
2021,4,12.5,1.6,8
2021,5,15.7,6.6,0
2021,6,21.4,12.2,0
2021,7,23.7,14.2,0
2021,8,21,13,0
2021,9,21.6,12.1,0
2021,10,16.2,9.7,0
2021,11,10.9,4.3,4
2021,12,9.8,4.9,2
2022,1,8.4,1.4,12
2022,2,11.1,4.1,0
2022,3,12.7,4,2
2022,4,15.3,4.7,3
2022,5,19,9.7,0
2022,6,21.7,11,0
2022,7,25.9,13.8,0
2022,8,26.4,14.3,0
2022,9,20.3,11.2,0
2022,10,17.9,9.7,0
2022,11,12.8,7.6,0
2022,12,7.2,0.8,12
2023,1,8.4,2.7,7
2023,2,10.4,3,9
2023,3,10.6,4.5,3
2023,4,13.7,5.1,1
